year,type,country,lat,lon,deaths,search_key
2006,Flood,Indonesia,-7.84,111.86,22,indonesia flood
2006,Flood,India,32.89,73.88,19,india flood
2006,Flood,India,19.17,83.65,33,india flood
2006,Flood,India,20.19,73.82,350,india flood
2006,Earthquake,Indonesia,-3.595,127.214,3,indonesia earthquake
2006,Flood,Austria,49.86,16.09,0,austria flood
2006,Flood,Burkina Faso,14.42,-1.02,0,burkina faso flood
2006,Flood,Canada,52.53,-82.09,0,canada flood
2006,Flood,China,26.75,118.57,57,china flood
2006,Flood,Czech Republic (the),49.86,16.09,6,czech republic (the) flood
2006,Flood,Germany,49.86,16.09,0,germany flood
2006,Flood,Georgia,42.27,42.83,0,georgia flood
2006,Storm,Australia,-25.68,115.13,0,australia storm
2006,Flood,China,25.51,106.51,50,china flood
2006,Storm,Australia,-23.26,116.94,0,australia storm
2006,Storm,Australia,-17.91,145.54,0,australia storm
2006,Storm,Bangladesh,19.73,83.75,115,bangladesh storm
2006,Storm,Fiji,-17.82,177.68,0,fiji storm
2006,Storm,India,19.73,83.75,114,india storm
2006,Flood,Afghanistan,33.06,69.95,10,afghanistan flood
2006,Flood,Afghanistan,34.08,69.75,54,afghanistan flood
2006,Flood,Australia,-14.18,132.39,0,australia flood
2006,Flood,Burundi,-3.86,29.67,1,burundi flood
2006,Flood,Burundi,-3.14,30.4,0,burundi flood
2006,Flood,Bangladesh,23.23,89.27,0,bangladesh flood
2006,Earthquake,Bulgaria,41.708,25.544,0,bulgaria earthquake
2006,Flood,Brazil,-22.56,-43.36,12,brazil flood
2006,Flood,Brazil,2.81,-52.29,8,brazil flood
2006,Flood,Canada,49.72,-56.05,0,canada flood
2006,Flood,Canada,53.54,-99.99,0,canada flood
2006,Flood,Canada,67.93,-99.99,0,canada flood
2006,Flood,Canada,50.13,-99.99,1,canada flood
2006,Flood,Switzerland,46.04,7.39,0,switzerland flood
2006,Earthquake,China,23.282,101.693,0,china earthquake
2006,Earthquake,China,27.995,104.138,22,china earthquake
2006,Earthquake,China,33.068,104.95,0,china earthquake
2006,Earthquake,China,31.56,113.21,0,china earthquake
2006,Earthquake,China,43.469,119.558,0,china earthquake
2006,Flood,China,24.66,102.18,35,china flood
2006,Flood,China,34.7,102.68,15,china flood
2006,Flood,China,26.92,106.58,22,china flood
2006,Flood,China,30.92,112.9,3,china flood
2006,Flood,China,26.2,112.75,2,china flood
2006,Flood,China,24.73,116.87,23,china flood
2006,Flood,China,26.01,108.45,6,china flood
2006,Flood,China,47.73,128.9,0,china flood
2006,Flood,China,22.35,109.4,10,china flood
2006,Flood,China,39.04,106.59,1,china flood
2006,Earthquake,Algeria,36.623,5.328,4,algeria earthquake
2006,Flood,Algeria,27.67,-5.91,1,algeria flood
2006,Volcanic activity,Ecuador,-1.467,-78.442,0,ecuador volcanic activity
2006,Volcanic activity,Ecuador,-1.467,-78.442,5,ecuador volcanic activity
2006,Flood,Spain,41.65,-7.87,0,spain flood
2006,Flood,Ethiopia,9.67,42.19,498,ethiopia flood
2006,Flood,Ethiopia,10.99,41.63,0,ethiopia flood
2006,Flood,Ethiopia,5.24,36.22,364,ethiopia flood
2006,Flood,Ethiopia,13.21,34.76,2,ethiopia flood
2006,Flood,Ethiopia,4.62,44.6,80,ethiopia flood
2006,Flood,Guyana,6.89,-58.66,0,guyana flood
2006,Flood,Haiti,18.5,-73.48,11,haiti flood
2006,Earthquake,Indonesia,-7.961,110.446,5778,indonesia earthquake
2006,Earthquake,Indonesia,-8.261,118.753,1,indonesia earthquake
2006,Earthquake,Indonesia,-9.284,107.419,802,indonesia earthquake
2006,Flood,Indonesia,0.55,123.01,0,indonesia flood
2006,Landslide,Indonesia,-8.02,113.34,156,indonesia landslide
2006,Landslide,Indonesia,-8.44,117.29,11,indonesia landslide
2006,Flood,India,17.43,82.81,20,india flood
2006,Flood,India,26.6,94.02,21,india flood
2006,Flood,India,10.54,76.05,32,india flood
2006,Flood,India,18.73,75.23,41,india flood
2006,Flood,India,25.62,83.67,130,india flood
2006,Flood,India,22.41,71.31,24,india flood
2006,Flood,India,34.61,73.2,15,india flood
2006,Flood,India,27.59,81.52,42,india flood
2006,Flood,India,14.13,79.93,47,india flood
2006,Flood,India,18.1,81.53,185,india flood
2006,Earthquake,Iran (Islamic Republic of),28.12,56.865,0,iran (islamic republic of) earthquake
2006,Earthquake,Iran (Islamic Republic of),33.5,48.78,63,iran (islamic republic of) earthquake
2006,Earthquake,Iran (Islamic Republic of),30.79,56.7,0,iran (islamic republic of) earthquake
2006,Flood,Iran (Islamic Republic of),38.69,47.88,14,iran (islamic republic of) flood
2006,Flood,Iraq,36.23,44.81,20,iraq flood
2006,Flood,Iraq,34.21,45.49,0,iraq flood
2007,Flood,Haiti,19.41,-71.78,14,haiti flood
2007,Flood,Afghanistan,33.25,64.89,104,afghanistan flood
2007,Flood,Bolivia (Plurinational State of),-16.97,-61.96,40,bolivia (plurinational state of) flood
2007,Flood,Brazil,-22.42,-44,59,brazil flood
2007,Volcanic activity,Colombia,2.93,-76.03,0,colombia volcanic activity
2007,Flood,Dominican Republic (the),19.41,-71.78,3,dominican republic (the) flood
2007,Flood,Indonesia,-8.57,120.76,74,indonesia flood
2007,Landslide,Indonesia,3.56,125.54,32,indonesia landslide
2007,Flood,Angola,-12.95,24.37,0,angola flood
2007,Flood,Angola,-8.87,13.36,105,angola flood
2007,Flood,Argentina,-31.99,-59.12,5,argentina flood
2007,Flood,Burundi,-3.14,30.4,4,burundi flood
2007,Flood,Algeria,35.64,4.2,22,algeria flood
2007,Flood,Spain,41.65,-0.65,1,spain flood
2007,Flood,Fiji,-17.77,177.48,1,fiji flood
2007,Earthquake,Indonesia,-0.488,100.53,67,indonesia earthquake
2007,Flood,Indonesia,-6.22,106.83,68,indonesia flood
2005,Earthquake,El Salvador,13.835,-89.759,1,el salvador earthquake
2005,Earthquake,Pakistan,34.539,73.588,73338,pakistan earthquake
2005,Earthquake,Peru,-19.987,-69.197,0,peru earthquake
2005,Earthquake,Peru,-5.678,-76.398,5,peru earthquake
2005,Earthquake,Papua New Guinea,-6.319,146.846,1,papua new guinea earthquake
2005,Volcanic activity,Papua New Guinea,-4.08,145.037,0,papua new guinea volcanic activity
2005,Volcanic activity,El Salvador,13.852846,-89.63,2,el salvador volcanic activity
2005,Earthquake,Turkey,39.22,41.08,0,turkey earthquake
2005,Earthquake,"Tanzania, United Republic of",-6.224,29.83,2,"tanzania, united republic of earthquake"
2005,Volcanic activity,Vanuatu,-16.507,168.346,0,vanuatu volcanic activity
2005,Earthquake,Congo (the Democratic Republic of the),-6.224,29.83,6,congo (the democratic republic of the) earthquake
2006,Flood,United States of America (the),37.69,-99.99,1,united states of america (the) flood
2006,Flood,United States of America (the),22.15,-99.99,7,united states of america (the) flood
2006,Storm,Mexico,25.35,-111.81,7,mexico storm
2006,Storm,Mexico,24.47,-107.04,4,mexico storm
2006,Storm,Philippines (the),24,112.11,37,philippines (the) storm
2006,Storm,Philippines (the),16.68,107.21,228,philippines (the) storm
2006,Storm,Philippines (the),17.02,121.82,34,philippines (the) storm
2006,Storm,Viet Nam,24,112.11,17,viet nam storm
2006,Earthquake,United States of America (the),19.878,-155.935,0,united states of america (the) earthquake
2006,Flood,Panama,8.9,-78.71,11,panama flood
2006,Storm,Philippines (the),10.33,106.74,1399,philippines (the) storm
2006,Flood,Japan,35.34,136.22,34,japan flood
2006,Flood,Japan,31.54,130.99,8,japan flood
2006,Flood,Korea (the Republic of),37.56,127.17,46,korea (the republic of) flood
2006,Flood,Sri Lanka,7.32,80.03,25,sri lanka flood
2006,Flood,Malaysia,1.87,103.22,6,malaysia flood
2006,Flood,Pakistan,34.61,73.2,40,pakistan flood
2006,Flood,Philippines (the),12.44,124.77,0,philippines (the) flood
2006,Flood,Papua New Guinea,-4.26,143.22,0,papua new guinea flood
2006,Landslide,Papua New Guinea,-6.16,143.7,1,papua new guinea landslide
2006,Flood,Korea (the Democratic People's Republic of),37.56,127.17,278,korea (the democratic people's republic of) flood
2006,Flood,Portugal,41.65,-7.87,0,portugal flood
2006,Flood,Romania,47.15,47.46,14,romania flood
2006,Flood,Serbia Montenegro,45.26,20.75,0,serbia montenegro flood
2006,Flood,Thailand,18.18,100.15,116,thailand flood
2006,Flood,Thailand,18.76,100.02,164,thailand flood
2006,Flood,United States of America (the),40.41,-75.78,11,united states of america (the) flood
2006,Flood,Viet Nam,17.76,106.15,42,viet nam flood
2006,Flood,Namibia,-24.53,17.98,5,namibia flood
2006,Flood,Philippines (the),7.61,125.83,2,philippines (the) flood
2006,Flood,Romania,44.5,23.87,0,romania flood
2006,Flood,Russian Federation (the),58.33,114.58,0,russian federation (the) flood
2006,Flood,Serbia Montenegro,42.6,20.83,0,serbia montenegro flood
2006,Flood,Ukraine,44.5,23.87,0,ukraine flood
2006,Flood,Ukraine,45.09,34.62,2,ukraine flood
2006,Flood,Cambodia,11.06,104.68,5,cambodia flood
2006,Storm,Philippines (the),26.39,117.39,4,philippines (the) storm
2006,Storm,Philippines (the),15.86,120.74,8,philippines (the) storm
2006,Flood,United States of America (the),43.16,-70.79,2,united states of america (the) flood
2006,Flood,United States of America (the),37.21,-87.62,14,united states of america (the) flood
2006,Flood,Yemen,15.1,43.88,25,yemen flood
2006,Storm,Mexico,24.93,-107.53,4,mexico storm
2006,Storm,Myanmar,18.37,94.95,34,myanmar storm
2006,Landslide,Nepal,28.69,81.31,147,nepal landslide
2006,Storm,United States of America (the),34.74,-77.87,6,united states of america (the) storm
2006,Storm,Viet Nam,10.33,106.74,95,viet nam storm
2006,Flood,Kenya,2.25,37.53,60,kenya flood
2006,Flood,Kenya,-3.24,40.01,30,kenya flood
2006,Earthquake,Kyrgyzstan,42.156,76.163,0,kyrgyzstan earthquake
2006,Flood,Cambodia,11.43,103.53,0,cambodia flood
2006,Flood,Morocco,32.15,-4.05,6,morocco flood
2006,Flood,Mexico,31.76,-106.39,0,mexico flood
2006,Flood,Mali,14.42,-1.02,1,mali flood
2006,Flood,Myanmar,19.91,95.45,25,myanmar flood
2006,Earthquake,Mozambique,-21.324,33.583,4,mozambique earthquake
2006,Flood,Mauritania,14.42,-1.02,0,mauritania flood
2006,Flood,Mauritania,17.75,-15,7,mauritania flood
2006,Flood,Malawi,-15.96,34.51,5,malawi flood
2006,Flood,Malawi,-14.59,35.12,3,malawi flood
2006,Flood,Malaysia,4.33,102.54,0,malaysia flood
2006,Flood,Malaysia,5.27,102.15,0,malaysia flood
2006,Flood,Nigeria,14.42,-1.02,0,nigeria flood
2006,Flood,Nigeria,6.94,6.35,0,nigeria flood
2006,Flood,Nepal,25.62,83.67,0,nepal flood
2006,Flood,New Zealand,-45.69,170.37,0,new zealand flood
2006,Flood,Pakistan,32.89,73.88,20,pakistan flood
2006,Flood,Pakistan,33.06,69.95,13,pakistan flood
2006,Flood,Pakistan,25.03,67.12,74,pakistan flood
2006,Flood,Pakistan,20.19,73.82,0,pakistan flood
2006,Landslide,Pakistan,35.35,72.62,29,pakistan landslide
2006,Volcanic activity,Peru,-16.355,-70.9,0,peru volcanic activity
2006,Volcanic activity,Philippines (the),13.257,123.685,0,philippines (the) volcanic activity
2006,Flood,Philippines (the),17.02,121.82,4,philippines (the) flood
2006,Flood,Philippines (the),7.17,125.57,1,philippines (the) flood
2006,Storm,Philippines (the),21.11,110.11,6,philippines (the) storm
2006,Flood,Papua New Guinea,-9.07,147.28,1,papua new guinea flood
2006,Flood,Poland,49.5,20.93,0,poland flood
2006,Flood,Romania,47.8,25.95,30,romania flood
2006,Earthquake,Russian Federation (the),60.949,167.089,0,russian federation (the) earthquake
2006,Flood,Russian Federation (the),50.78,87.14,0,russian federation (the) flood
2006,Flood,Russian Federation (the),50.79,106.52,0,russian federation (the) flood
2006,Landslide,Rwanda,-1.79,29.94,24,rwanda landslide
2006,Flood,Sudan (the),13.21,34.76,27,sudan (the) flood
2006,Earthquake,El Salvador,14.028,-89.785,0,el salvador earthquake
2006,Flood,Somalia,2.665,45.45,5,somalia flood
2006,Flood,Somalia,3.1,45.44,5,somalia flood
2006,Flood,Somalia,4.64,44.6,52,somalia flood
2006,Flood,Somalia,0.78,39.72,35,somalia flood
2006,Flood,Suriname,3.42,-56.48,3,suriname flood
2006,Flood,Slovakia,48.67,19.08,1,slovakia flood
2006,Flood,Slovakia,49.5,20.93,0,slovakia flood
2006,Flood,Chad,10.33,15.33,52,chad flood
2006,Flood,Thailand,4.33,102.54,0,thailand flood
2006,Earthquake,Tajikistan,37.255,68.828,3,tajikistan earthquake
2006,Flood,Turkey,37.64,39.65,47,turkey flood
2006,Flood,Turkey,39.74,41.1,12,turkey flood
2006,Earthquake,Taiwan (Province of China),21.799,120.547,2,taiwan (province of china) earthquake
2006,Flood,Taiwan (Province of China),24.07,120.79,3,taiwan (province of china) flood
2006,Storm,Taiwan (Province of China),26.39,117.28,0,taiwan (province of china) storm
2006,Flood,"Tanzania, United Republic of",-3.33,37.22,0,"tanzania, united republic of flood"
2006,Flood,Uganda,1.38,34.28,3,uganda flood
2006,Flood,Uganda,0.78,39.72,0,uganda flood
2006,Flood,United States of America (the),41.41,-86.91,2,united states of america (the) flood
2006,Flood,United States of America (the),31.76,-106.39,0,united states of america (the) flood
2006,Flood,United States of America (the),41.52,-81.09,1,united states of america (the) flood
2006,Flood,United States of America (the),62.45,-99.99,0,united states of america (the) flood
2006,Flood,United States of America (the),60.88,-145.99,0,united states of america (the) flood
2006,Flood,United States of America (the),47.86,-122.15,2,united states of america (the) flood
2006,Flood,Viet Nam,11.06,104.68,60,viet nam flood
2006,Storm,Viet Nam,16.68,107.21,71,viet nam storm
2006,Volcanic activity,Vanuatu,-16.507,168.346,0,vanuatu volcanic activity
2006,Flood,Yemen,14.54,44.18,5,yemen flood
2006,Flood,South Africa,-27.44,24.83,6,south africa flood
2006,Flood,South Africa,-33.538,26.3,6,south africa flood
2007,Earthquake,Japan,37.336,136.588,1,japan earthquake
2007,Storm,Madagascar,-14.84,49.94,80,madagascar storm
2007,Storm,New Zealand,-35.35,173.98,0,new zealand storm
2007,Earthquake,Solomon Islands,-8.466,157.043,52,solomon islands earthquake
2007,Flood,Sri Lanka,6.71,80.95,18,sri lanka flood
2007,Flood,Peru,-11.47,-74.46,17,peru flood
2007,Flood,Philippines (the),7.71,125.22,9,philippines (the) flood
2007,Flood,Thailand,7.44,99.65,38,thailand flood
2007,Flood,Yemen,15.1,43.88,7,yemen flood
2007,Flood,Mozambique,-17.47,35.15,29,mozambique flood
2007,Flood,Madagascar,-18.49,46.34,7,madagascar flood
2007,Flood,Malawi,-17.47,35.15,2,malawi flood
2007,Flood,Malawi,-10.62,32.59,0,malawi flood
2007,Flood,Malaysia,2.19,103.37,17,malaysia flood
2007,Flood,Namibia,12.95,24.37,7,namibia flood
2007,Flood,Rwanda,-1.73,29.48,10,rwanda flood
2007,Flood,Uruguay,-31.99,-59.12,0,uruguay flood
2007,Flood,United States of America (the),34.88,-90.07,24,united states of america (the) flood
2007,Flood,Yemen,16.57,49.13,36,yemen flood
2006,Flood,Congo (the Democratic Republic of the),-4.36,16.17,1,congo (the democratic republic of the) flood
2007,Flood,China,36.68,119.23,83,china flood
2007,Storm,Dominican Republic (the),18.53,-70.06,129,dominican republic (the) storm
2007,Storm,Dominican Republic (the),18.93,-71.03,33,dominican republic (the) storm
2007,Storm,Guatemala,14.62,-83.64,0,guatemala storm
2007,Storm,Honduras,14.62,-83.64,1,honduras storm
2007,Storm,Cuba,18.53,-70.06,1,cuba storm
2007,Storm,France,43.3,-0.47,1,france storm
2007,Flood,Australia,-32.87,151.38,9,australia flood
2007,Flood,China,30.28,107.78,43,china flood
2007,Flood,Bangladesh,22.4,91.95,120,bangladesh flood
2007,Flood,Bangladesh,23.92,91.23,1110,bangladesh flood
2007,Flood,Brazil,-22.72,-43.42,6,brazil flood
2007,Earthquake,Barbados,14.944,-61.274,0,barbados earthquake
2007,Flood,China,24.1,100.16,170,china flood
2007,Flood,China,43.09,88.21,29,china flood
2007,Flood,China,-1.8,116.72,11,china flood
2007,Flood,China,27.72,104.07,17,china flood
2007,Flood,Colombia,8.38,-75.59,146,colombia flood
2007,Flood,Colombia,7.38,-75.43,13,colombia flood
2007,Flood,Colombia,4.5,-75.21,24,colombia flood
2007,Flood,Costa Rica,10.98,-85.44,19,costa rica flood
2007,Flood,Guatemala,14.6,-90.49,11,guatemala flood
2007,Flood,Haiti,19.55,-71.05,2,haiti flood
2007,Flood,Indonesia,-1.74,121.49,88,indonesia flood
2007,Flood,Indonesia,-7.54,111.33,127,indonesia flood
2007,Flood,Indonesia,-1.08,116.72,4,indonesia flood
2007,Flood,India,14.94,78.16,127,india flood
2007,Flood,India,31.24,76.53,76,india flood
2007,Earthquake,Chile,-45.243,-72.648,10,chile earthquake
2007,Earthquake,Indonesia,-4.438,101.367,25,indonesia earthquake
2007,Flood,Bolivia (Plurinational State of),-17.66,-65.3,75,bolivia (plurinational state of) flood
2007,Flood,United Kingdom of Great Britain and Northern Ireland (the),52.52,-0.76,1,united kingdom of great britain and northern ireland (the) flood
2007,Flood,Algeria,34.95,5.79,18,algeria flood
2007,Flood,United Kingdom of Great Britain and Northern Ireland (the),52.07,-2.1,7,united kingdom of great britain and northern ireland (the) flood
2007,Storm,Australia,-13.67,131.92,2,australia storm
2007,Storm,Bangladesh,22.61,90.15,4234,bangladesh storm
2007,Storm,Bahamas (the),18.53,-70.06,1,bahamas (the) storm
2007,Storm,Dominican Republic (the),14.64,-61.02,1,dominican republic (the) storm
2007,Storm,Haiti,14.64,-61.02,9,haiti storm
2007,Storm,Haiti,18.53,-70.06,90,haiti storm
2007,Storm,Haiti,18.93,-71.03,3,haiti storm
2007,Flood,Zambia,-12.95,24.37,4,zambia flood
2007,Flood,Zambia,-10.62,32.59,0,zambia flood
2007,Flood,Afghanistan,36.52,70.6,23,afghanistan flood
2007,Flood,Afghanistan,37.01,70.73,36,afghanistan flood
2007,Flood,Afghanistan,34.53,66.13,9,afghanistan flood
2007,Flood,Afghanistan,36.29,68.85,10,afghanistan flood
2007,Flood,Afghanistan,35.28,71.14,113,afghanistan flood
2007,Flood,Burkina Faso,11.45,-4.39,52,burkina faso flood
2007,Flood,Bulgaria,42.52,24.5,2,bulgaria flood
2007,Flood,Bulgaria,41.74,25.62,2,bulgaria flood
2007,Earthquake,Brazil,-15.048,-44.231,1,brazil earthquake
2007,Flood,Brazil,-30.25,-52.67,4,brazil flood
2007,Flood,Canada,54.18,-125.03,0,canada flood
2007,Earthquake,Chile,-22.247,-69.89,2,chile earthquake
2007,Earthquake,China,23.028,101.052,3,china earthquake
2007,Flood,China,27.2,116.14,0,china flood
2007,Flood,China,36.37,118.72,26,china flood
2007,Flood,China,32.78,108.87,11,china flood
2007,Earthquake,Colombia,2.966,-77.963,0,colombia earthquake
2007,Flood,Colombia,7.89,-74.91,35,colombia flood
2007,Flood,Costa Rica,10.27,-84.95,0,costa rica flood
2007,Flood,Cuba,20.67,-76.4,0,cuba flood
2007,Flood,Dominican Republic (the),19.55,-71.05,9,dominican republic (the) flood
2007,Flood,Algeria,36.75,2.96,14,algeria flood
2007,Flood,Spain,39.89,-4.22,1,spain flood
2007,Flood,Spain,38.64,-0.27,3,spain flood
2007,Volcanic activity,Ethiopia,12.17,40.82,5,ethiopia volcanic activity
2007,Flood,Ethiopia,5.45,37.12,0,ethiopia flood
2007,Flood,Ethiopia,8.33,34.5,17,ethiopia flood
2007,Flood,Fiji,-17.77,177.48,5,fiji flood
2007,Earthquake,United Kingdom of Great Britain and Northern Ireland (the),51.085,1.009,0,united kingdom of great britain and northern ireland (the) earthquake
2007,Flood,United Kingdom of Great Britain and Northern Ireland (the),53.88,-0.91,6,united kingdom of great britain and northern ireland (the) flood
2007,Flood,Greece,41.74,25.62,2,greece flood
2007,Flood,Guatemala,10.98,-85.44,0,guatemala flood
2007,Earthquake,Honduras,14.828,-87.12,0,honduras earthquake
2007,Flood,Honduras,10.98,-85.44,5,honduras flood
2007,Flood,Haiti,18.55,-72.29,4,haiti flood
2007,Flood,Haiti,20.67,-76.4,41,haiti flood
2007,Earthquake,Indonesia,-7.783,114.338,0,indonesia earthquake
2007,Earthquake,Indonesia,-8.292,118.37,3,indonesia earthquake
2007,Volcanic activity,Indonesia,-7.93,112.308,0,indonesia volcanic activity
2007,Flood,Indonesia,-0.19,116.92,4,indonesia flood
2007,Flood,Indonesia,-3.28,120.2,15,indonesia flood
2007,Flood,India,20.91,86.4,80,india flood
2007,Flood,India,26.26,94.02,15,india flood
2007,Flood,India,22.02,72.25,225,india flood
2007,Flood,India,21.03,77.52,62,india flood
2007,Flood,India,20.05,81.86,29,india flood
2007,Flood,India,23.92,91.23,0,india flood
2007,Flood,India,22.63,88.49,1103,india flood
2007,Flood,India,22.68,70.93,16,india flood
2007,Flood,India,15.71,79.88,94,india flood
2007,Flood,India,12.73,79.7,29,india flood
2007,Flood,India,20.45,86.2,15,india flood
2007,Flood,India,27.58,95.26,96,india flood
2007,Flood,India,10.39,76.31,44,india flood
2008,Flood,Chile,-35.86,-71.95,5,chile flood
2008,Storm,Australia,-30.05,151.49,1,australia storm
2008,Flood,Brazil,-24.5,-47.88,4,brazil flood
2008,Flood,Brazil,-22.37,-43.13,9,brazil flood
2008,Flood,Brazil,-5.36,-41.68,36,brazil flood
2008,Flood,Brazil,-25.1,-49.34,151,brazil flood
2008,Earthquake,China,31.002,103.322,87476,china earthquake
2008,Earthquake,Colombia,4.33,-73.764,11,colombia earthquake
2008,Volcanic activity,Colombia,2.93,-76.03,16,colombia volcanic activity
2008,Flood,Colombia,2.68,-75.42,11,colombia flood
2008,Flood,Costa Rica,8.57,80.8,1,costa rica flood
2008,Flood,Algeria,3.48,32.24,93,algeria flood
2008,Flood,Ecuador,-1.25,-79.66,41,ecuador flood
2008,Earthquake,Greece,37.963,21.525,2,greece earthquake
2008,Flood,Honduras,15.86,-89.28,67,honduras flood
2008,Flood,Indonesia,-6.8,111.06,11,indonesia flood
2008,Flood,India,25.18,91.54,1063,india flood
2008,Flood,Australia,-21.56,147.03,4,australia flood
2008,Flood,Indonesia,-7.13,112.37,3,indonesia flood
2008,Flood,India,22.044,94.55,47,india flood
2008,Flood,United Kingdom of Great Britain and Northern Ireland (the),53.26,-1.8,8,united kingdom of great britain and northern ireland (the) flood
2008,Storm,Belize,17.3,-88.1,7,belize storm
2008,Storm,China,23.542,112.3,14,china storm
2008,Storm,China,32.56,114.41,1,china storm
2008,Storm,China,22.33,113.15,0,china storm
2008,Storm,Haiti,18.46,-71.69,74,haiti storm
2008,Flood,Canada,52.15,-81.96,0,canada flood
2008,Flood,Angola,-17.05,17.26,7,angola flood
2008,Volcanic activity,Argentina,-42.833,-72.65,0,argentina volcanic activity
2008,Flood,Argentina,-22.92,-61.66,0,argentina flood
2008,Flood,Australia,-28.44,152.87,1,australia flood
2008,Flood,Australia,-20.4,144.56,0,australia flood
2008,Flood,Australia,-22.46,149.54,2,australia flood
2008,Flood,Bangladesh,21.02,90.21,12,bangladesh flood
2008,Flood,Belize,15.86,-89.28,1,belize flood
2008,Flood,Canada,44.46,-77.47,0,canada flood
2008,Volcanic activity,Chile,-42.833,-72.65,0,chile volcanic activity
2008,Earthquake,China,32.756,105.494,4,china earthquake
2008,Earthquake,China,25.039,97.697,6,china earthquake
2008,Earthquake,China,26.241,101.889,40,china earthquake
2008,Earthquake,China,29.807,90.35,30,china earthquake
2008,Earthquake,China,23.97,97.569,0,china earthquake
2008,Earthquake,China,32.56,105.423,8,china earthquake
2008,Flood,China,30.87,113.03,3,china flood
2008,Flood,China,22.62,101.55,20,china flood
2008,Flood,China,19.16,109.82,3,china flood
2008,Flood,Colombia,9,-74.23,76,colombia flood
2008,Flood,Cuba,20.61,-76.17,0,cuba flood
2008,Flood,Ethiopia,7.585,33.31,5,ethiopia flood
2008,Flood,Ethiopia,0.83,43.06,11,ethiopia flood
2008,Flood,United Kingdom of Great Britain and Northern Ireland (the),52.92,-1.65,0,united kingdom of great britain and northern ireland (the) flood
2008,Flood,Guyana,7.01,-58.58,0,guyana flood
2008,Earthquake,Indonesia,2.768,95.964,3,indonesia earthquake
2008,Earthquake,Indonesia,-3.935,103.058,2,indonesia earthquake
2008,Earthquake,Indonesia,1.271,122.091,6,indonesia earthquake
2008,Flood,Indonesia,-7.74,114,14,indonesia flood
2008,Flood,Indonesia,4.65,95.77,0,indonesia flood
2008,Flood,Indonesia,-6.23,106.83,0,indonesia flood
2008,Flood,Indonesia,-6.19,106.85,3,indonesia flood
2008,Flood,Indonesia,-7.71,112.91,3,indonesia flood
2008,Flood,Indonesia,0.54,101.78,0,indonesia flood
2008,Flood,Indonesia,0.68,122.52,16,indonesia flood
2008,Flood,Indonesia,-3.33,103.14,24,indonesia flood
2008,Landslide,Indonesia,-4.4831667,137.69,21,indonesia landslide
2008,Flood,India,16.65,81.38,74,india flood
2008,Flood,India,27.5,89.79,142,india flood
2009,Storm,France,42.24,-2.6,11,france storm
2009,Storm,Bangladesh,22.16,89.09,190,bangladesh storm
2009,Flood,Brazil,-3.19,-45.43,56,brazil flood
2009,Flood,Afghanistan,33.07,63.59,39,afghanistan flood
2009,Flood,Brazil,-16.59,-44.89,16,brazil flood
2009,Flood,Colombia,4.36,-76.51,23,colombia flood
2009,Earthquake,Costa Rica,10.165,-84.197,31,costa rica earthquake
2009,Earthquake,Honduras,16.731,-86.217,7,honduras earthquake
2009,Flood,Indonesia,-2.63,120.26,18,indonesia flood
2009,Flood,Fiji,-17.74,178.05,12,fiji flood
2009,Flood,Indonesia,6.55,106.36,64,indonesia flood
2009,Storm,Australia,-29.05,152.73,1,australia storm
2009,Storm,Australia,-20.11,120.56,0,australia storm
2009,Earthquake,Afghanistan,34.185,70.076,22,afghanistan earthquake
2009,Flood,Angola,-9.84,14.15,2,angola flood
2009,Flood,Angola,16.68,-17.08,60,angola flood
2009,Landslide,Argentina,-24.15,-64.29,4,argentina landslide
2009,Flood,Burundi,-3.27,29.75,0,burundi flood
2009,Flood,Bosnia and Herzegovina,43.5,18.18,0,bosnia and herzegovina flood
2009,Flood,Bolivia (Plurinational State of),-18.76,-62.62,0,bolivia (plurinational state of) flood
2009,Flood,Botswana,-16.7,23.32,0,botswana flood
2009,Flood,Canada,47.16,-67.63,0,canada flood
2009,Earthquake,China,43.236,80.893,0,china earthquake
2009,Flood,Czech Republic (the),50.13,18.03,13,czech republic (the) flood
2009,Flood,Dominican Republic (the),19.32,-70.14,2,dominican republic (the) flood
2009,Flood,Dominican Republic (the),19.28,-70.08,5,dominican republic (the) flood
2009,Flood,Algeria,29.61,0.71,33,algeria flood
2009,Flood,Guatemala,13.42,-88.64,0,guatemala flood
2009,Flood,Haiti,19.56,-72.33,11,haiti flood
2009,Earthquake,Indonesia,-0.414,132.885,5,indonesia earthquake
2009,Earthquake,Indonesia,3.886,126.387,0,indonesia earthquake
2007,Earthquake,Japan,37.535,138.446,9,japan earthquake
2007,Earthquake,Peru,-13.386,-76.603,593,peru earthquake
2007,Earthquake,Russian Federation (the),47.116,141.798,2,russian federation (the) earthquake
2007,Flood,Mexico,17.67,-92.41,22,mexico flood
2007,Flood,United States of America (the),36.86,-94.64,26,united states of america (the) flood
2007,Storm,Mexico,20.93,-97.85,5,mexico storm
2007,Storm,Martinique,14.64,-61.02,1,martinique storm
2007,Storm,Nicaragua,14.62,-83.64,188,nicaragua storm
2007,Storm,Philippines (the),17.07,106.9,8,philippines (the) storm
2007,Storm,Philippines (the),17.08,122.01,29,philippines (the) storm
2007,Storm,Philippines (the),8.796,124.83,20,philippines (the) storm
2007,Earthquake,Tajikistan,38.936,70.485,11,tajikistan earthquake
