year,type,country,lat,lon,deaths,search_key
1994,Earthquake,China,36.028 N,100.104 E,0,china earthquake
1995,Earthquake,Chile,23.34 S,70.36 W,3,chile earthquake
1995,Earthquake,China,21.966 N,99.196 E,11,china earthquake
1995,Earthquake,China,25.9 N,102.2 E,46,china earthquake
1995,Earthquake,China,36.443 N,103.105 E,14,china earthquake
1996,Earthquake,Afghanistan,36.0 N,65.0 E ,0,afghanistan earthquake
1996,Earthquake,China,25.04 N,102.41 E,309,china earthquake
1996,Earthquake,China,40.774 N,109.661 E,18,china earthquake
1996,Earthquake,China,39.28 N ,76.44 E,26,china earthquake
1996,Earthquake,China,26.51 N,100.16 E,0,china earthquake
1997,Earthquake,Chile,-30.933,-71.22,8,chile earthquake
1997,Earthquake,Afghanistan,33.825 N,59.809 E,5,afghanistan earthquake
1997,Earthquake,Armenia,41.101,45.14,0,armenia earthquake
1997,Earthquake,Bangladesh,22.212 N,92.702 E,23,bangladesh earthquake
1997,Earthquake,China,39.474 N,76.998 E E,12,china earthquake
1997,Earthquake,China,39.3 N,76.5 E,9,china earthquake
1997,Earthquake,China,39.422 N,76.839 E,2,china earthquake
1997,Earthquake,China,39.527 N,76.941 E,9,china earthquake
1998,Earthquake,China,41.083,114.5,49,china earthquake
1998,Earthquake,Afghanistan,37.106,70.11,4700,afghanistan earthquake
1998,Earthquake,Afghanistan,37.075,70.089,2323,afghanistan earthquake
1998,Earthquake,Austria,46.245,13.652,0,austria earthquake
1998,Earthquake,Azerbaijan,38.717,48.507,1,azerbaijan earthquake
1998,Earthquake,Azores Islands,38.65,-28.626,10,azores islands earthquake
1998,Earthquake,Bolivia (Plurinational State of),-17.731,-65.431,95,bolivia (plurinational state of) earthquake
1994,Earthquake,Colombia,30.0 N ,76.2 W,271,colombia earthquake
1994,Earthquake,Iran (Islamic Republic of),29.21 N,52.5 E,2,iran (islamic republic of) earthquake
1994,Earthquake,Indonesia,10.20 S,13.2 E ,239,indonesia earthquake
1994,Earthquake,Indonesia,1.14 S,128.5 E,1,indonesia earthquake
1994,Earthquake,Japan,45.10 N,147.51 E,5,japan earthquake
1994,Earthquake,Algeria,35.52 N,00.12 W,171,algeria earthquake
1994,Earthquake,Indonesia,2.001 S,135.931 E,0,indonesia earthquake
1994,Volcanic activity,Indonesia,7.5 S,110.4 E,58,indonesia volcanic activity
1994,Earthquake,Japan,40.5 N,143.4 E,2,japan earthquake
1994,Volcanic activity,Mexico,19.50 N,103.60 W,0,mexico volcanic activity
1994,Volcanic activity,Mexico,19.02 N,98.62 W,0,mexico volcanic activity
1994,Earthquake,Philippines (the),13.352 N,121.087 E,81,philippines (the) earthquake
1994,Earthquake,Philippines (the),7.972 N,123.189 E,0,philippines (the) earthquake
1995,Earthquake,Indonesia,40.1 N,21.6 E,15,indonesia earthquake
1995,Earthquake,Japan,34.58 N,135.0 E ,5297,japan earthquake
1995,Earthquake,Colombia,4.9 N,73.1 W,7,colombia earthquake
1995,Earthquake,Indonesia,2.1 S,101.3 E,84,indonesia earthquake
1995,Earthquake,Colombia,4.1 N,76.6 W,40,colombia earthquake
1995,Earthquake,Colombia,1.12 N,77.17 W,8,colombia earthquake
1995,Earthquake,Cyprus,35.1 N,32.3 E,2,cyprus earthquake
1995,Earthquake,Ecuador,2.13 S,79.54 W,1,ecuador earthquake
1995,Earthquake,Ecuador,2.7 S,77.8 W,2,ecuador earthquake
1995,Earthquake,Egypt,28.8 N,34.8 E,10,egypt earthquake
1995,Earthquake,Greece,40.1 N,21.6 E,26,greece earthquake
1995,Earthquake,Greece,38.4 N,22.2 E,26,greece earthquake
1995,Earthquake,Indonesia,1.02 S,120.5 E,0,indonesia earthquake
1995,Earthquake,Japan,37.925 N,139.186 E,0,japan earthquake
1995,Earthquake,Mexico,16.8 N,98.6 W,6,mexico earthquake
1995,Earthquake,Mexico,16.2 N,104.1 E,58,mexico earthquake
1995,Earthquake,Mexico,16.8 N,93.4 W,0,mexico earthquake
1995,Earthquake,Myanmar,21.966 N,99.196 E,0,myanmar earthquake
1995,Volcanic activity,Nicaragua,12.5 N,86.7 W,0,nicaragua volcanic activity
1995,Volcanic activity,New Zealand,39.28 S,175.57 E,0,new zealand volcanic activity
1995,Earthquake,Philippines (the),12.01 N,125.6 E,0,philippines (the) earthquake
1996,Earthquake,Indonesia,0.729,119.931,9,indonesia earthquake
1996,Earthquake,Indonesia,1.1,137.15,166,indonesia earthquake
1996,Earthquake,Ecuador,0.68 S,78.30 W ,27,ecuador earthquake
1996,Earthquake,Greece,40.03 N,20.45 E,0,greece earthquake
1996,Volcanic activity,Guatemala,14.4 N,90.6 W,0,guatemala volcanic activity
1996,Earthquake,Croatia,42.70 N,18. E,0,croatia earthquake
1996,Volcanic activity,Iceland,64.42 N, 17.33 W,0,iceland volcanic activity
1996,Earthquake,Peru,14.9 S,75.7 W,14,peru earthquake
1996,Earthquake,Peru,9.593 S,79.587 W,7,peru earthquake
1997,Earthquake,Iran (Islamic Republic of),33.825 N,59.809 E,1568,iran (islamic republic of) earthquake
1997,Earthquake,Pakistan,29.976 N,68.208 E,50,pakistan earthquake
1997,Earthquake,Indonesia,4.00 S,119.40 E,20,indonesia earthquake
1997,Volcanic activity,Indonesia,7.32 S,110.26 E,1,indonesia volcanic activity
1997,Earthquake,India,23.083 N,80.041 E,43,india earthquake
1997,Earthquake,Iran (Islamic Republic of),37.661 N,57.291 E,100,iran (islamic republic of) earthquake
1997,Earthquake,Iran (Islamic Republic of),38.075 N,48.050 E,1100,iran (islamic republic of) earthquake
1997,Earthquake,Iran (Islamic Republic of),33.938 N,71.872 W,0,iran (islamic republic of) earthquake
1997,Earthquake,Italy,43.0 N,13.0 E,14,italy earthquake
1997,Earthquake,Kyrgyzstan,41.4 N,74.20 E,0,kyrgyzstan earthquake
1997,Earthquake,Mexico,17.31 N,101.16 W,1,mexico earthquake
1997,Earthquake,Mexico,18 N,102.5 W,0,mexico earthquake
1997,Volcanic activity,Mexico,19.02 N,98.38 W,20,mexico volcanic activity
1997,Volcanic activity,Montserrat,16.45 N,62.14 W,32,montserrat volcanic activity
1998,Volcanic activity,Costa Rica,10.50 N,84.70 E,0,costa rica volcanic activity
1998,Earthquake,Ecuador,-0.593,-80.393,3,ecuador earthquake
1998,Volcanic activity,Guatemala,14.40 N,90.60 W,0,guatemala volcanic activity
1998,Volcanic activity,Indonesia,7.50 S,110.4 E,0,indonesia volcanic activity
1998,Earthquake,Iran (Islamic Republic of),30.154,57.605,5,iran (islamic republic of) earthquake
1998,Earthquake,Iran (Islamic Republic of),32.457,59.976,12,iran (islamic republic of) earthquake
1998,Earthquake,Italy,43.164,12.701,0,italy earthquake
1994,Earthquake,Russian Federation (the),45.10 N,147.51 E,11,russian federation (the) earthquake
1994,Volcanic activity,Papua New Guinea,-4.271,152.203,5,papua new guinea volcanic activity
1994,Earthquake,United States of America (the),34.17 N,118.27 W,0,united states of america (the) earthquake
1994,Earthquake,Vanuatu,40.49 N,124.10 W,0,vanuatu earthquake
1995,Earthquake,Russian Federation (the),52.5 N,142.9 E ,1989,russian federation (the) earthquake
1995,Earthquake,Thailand,21.966 N,99.196 E,0,thailand earthquake
1995,Earthquake,Turkey,38.0 N,30.1 E,94,turkey earthquake
1996,Earthquake,Turkey,40.754 N,35.340 E,0,turkey earthquake
1996,Volcanic activity,Papua New Guinea,4.3 S,152.2 E,0,papua new guinea volcanic activity
1996,Volcanic activity,Papua New Guinea,-4.08,145.037,4,papua new guinea volcanic activity
1997,Earthquake,Venezuela (Bolivarian Republic of),10.598 N,63.486 W,80,venezuela (bolivarian republic of) earthquake
1997,Earthquake,Vanuatu,-12.584,166.676,0,vanuatu earthquake
1997,Earthquake,Trinidad and Tobago,11.112 N,60.892 W,0,trinidad and tobago earthquake
1997,Earthquake,South Africa,26.857 S,26.619 E,15,south africa earthquake
1998,Earthquake,China,27.308,101.029,3,china earthquake
1998,Earthquake,Papua New Guinea,-2.961,141.926,2182,papua new guinea earthquake
1998,Earthquake,Slovenia,46.245,13.652,0,slovenia earthquake
1998,Earthquake,Turkey,3.878,35.307,145,turkey earthquake
1998,Earthquake,Turkey,36.874 N,35.321 E,0,turkey earthquake
1998,Earthquake,Afghanistan,36.479,71.086,0,afghanistan earthquake
1998,Earthquake,Albania,41.925,20.39,0,albania earthquake
1998,Earthquake,China,26.373,104.021,0,china earthquake
1998,Earthquake,China,39.977 N,76.731 E,0,china earthquake
1998,Earthquake,China,37.388,78.843,0,china earthquake
1998,Earthquake,China,39.66,77.343,3,china earthquake
1998,Earthquake,China,27.213 N,101.057 E,0,china earthquake
1999,Earthquake,Afghanistan,34.259,69.364,70,afghanistan earthquake
1999,Earthquake,Azerbaijan,40.802,47.448,1,azerbaijan earthquake
1999,Earthquake,Bangladesh,21.544,91.895,6,bangladesh earthquake
1999,Earthquake,China,41.131,114.658,0,china earthquake
1999,Earthquake,China,39.899,113.983,0,china earthquake
1999,Earthquake,China,40.459,122.889,0,china earthquake
2000,Earthquake,Azerbaijan,40.245,49.946,31,azerbaijan earthquake
2000,Earthquake,Bangladesh,21.431,91.762,0,bangladesh earthquake
2000,Earthquake,China,25.607,101.063,7,china earthquake
2000,Earthquake,China,24.263,103.797,1,china earthquake
2000,Earthquake,China,40.498,122.994,0,china earthquake
2000,Earthquake,China,37.012,103.791,0,china earthquake
2000,Earthquake,China,25.826,102.194,1,china earthquake
2001,Earthquake,China,29.513,101.129,3,china earthquake
1998,Earthquake,Iran (Islamic Republic of),27.791,53.608,5,iran (islamic republic of) earthquake
1998,Earthquake,Indonesia,-2.071,124.891,33,indonesia earthquake
1998,Earthquake,Indonesia,-8.194,112.413,1,indonesia earthquake
1998,Earthquake,Iran (Islamic Republic of),33.199,47.225,0,iran (islamic republic of) earthquake
1998,Volcanic activity,Mexico,19.50 N,103.60 W,0,mexico volcanic activity
1998,Earthquake,Nicaragua,11.968 N,86.254 W,0,nicaragua earthquake
1999,Earthquake,Colombia,4.461,-75.724,1186,colombia earthquake
1999,Earthquake,Mexico,18.386,-97.436,15,mexico earthquake
1999,Volcanic activity,Cameroon,4.2 N,9.17 E,0,cameroon volcanic activity
1999,Earthquake,Algeria,35.321,-1.281,22,algeria earthquake
1999,Volcanic activity,Ecuador,0.17 S,78.6 W,0,ecuador volcanic activity
1999,Earthquake,Spain,38.193,-1.566,0,spain earthquake
1999,Earthquake,Greece,38.119,23.605,143,greece earthquake
1999,Earthquake,Guatemala,15.782,88.33,2,guatemala earthquake
1999,Earthquake,Indonesia,-6.845,105.555,5,indonesia earthquake
1999,Earthquake,India,30.512,79.403,100,india earthquake
1999,Earthquake,Iran (Islamic Republic of),28.343,57.193,1,iran (islamic republic of) earthquake
1999,Earthquake,Iran (Islamic Republic of),29.501,51.88,20,iran (islamic republic of) earthquake
1999,Earthquake,Iran (Islamic Republic of),36.92,54.9,0,iran (islamic republic of) earthquake
1999,Earthquake,Mexico,16.1,96.7,31,mexico earthquake
1999,Earthquake,Mexico,18.324,-101.539,0,mexico earthquake
1999,Volcanic activity,Mexico,19.51 N,103.62 W,0,mexico volcanic activity
1999,Volcanic activity,Nicaragua,12.7 N,87 W,0,nicaragua volcanic activity
1999,Volcanic activity,Nicaragua,12.5 N,86.7 W,0,nicaragua volcanic activity
2000,Earthquake,Indonesia,-4.646,102.102,103,indonesia earthquake
2000,Earthquake,Japan,35.456,133.134,0,japan earthquake
2000,Earthquake,Indonesia,-1.105,123.573,45,indonesia earthquake
2000,Earthquake,Colombia,7.042,-77.829,2,colombia earthquake
2000,Earthquake,Greece,38.922,20.64,0,greece earthquake
2000,Volcanic activity,Guatemala,14.381,-90.601,0,guatemala volcanic activity
2000,Earthquake,Indonesia,-6.675,106.845,0,indonesia earthquake
2000,Earthquake,Indonesia,-6.549,105.63,0,indonesia earthquake
2000,Earthquake,Indonesia,-4.612,101.905,1,indonesia earthquake
2000,Earthquake,Iran (Islamic Republic of),35.288,58.218,1,iran (islamic republic of) earthquake
2000,Earthquake,Iran (Islamic Republic of),35.217,58.175,0,iran (islamic republic of) earthquake
2000,Earthquake,Iceland,63.98,-20.758,0,iceland earthquake
2000,Earthquake,Iceland,63.966,-20.487,0,iceland earthquake
2000,Earthquake,Japan,34.221,139.131,1,japan earthquake
2000,Volcanic activity,Japan,34.92,139.12,0,japan volcanic activity
2000,Earthquake,Mexico,18.198,-102.48,0,mexico earthquake
2000,Volcanic activity,Mexico,19.023,-98.622,0,mexico volcanic activity
2000,Earthquake,Nicaragua,11.884,-85.988,7,nicaragua earthquake
2001,Earthquake,Guatemala,13.049,-88.66,6,guatemala earthquake
2001,Earthquake,India,23.419,70.232,20005,india earthquake
1998,Earthquake,Pakistan,36.479,71.086,1,pakistan earthquake
1999,Earthquake,Vanuatu,-16.423,168.214,12,vanuatu earthquake
1999,Earthquake,Peru,-16.66,-72.662,1,peru earthquake
1999,Earthquake,Turkey,40.758,31.161,845,turkey earthquake
1999,Earthquake,Taiwan (Province of China),23.772,120.982,2264,taiwan (province of china) earthquake
1999,Earthquake,Peru,-13.64,-74.43,0,peru earthquake
1999,Earthquake,Philippines (the),15.766,119.74,6,philippines (the) earthquake
1999,Earthquake,Russian Federation (the),42.962,46.954,0,russian federation (the) earthquake
1999,Earthquake,Russian Federation (the),43.21 N,46.82 E,1,russian federation (the) earthquake
1999,Earthquake,Turkey,40.748,29.864,17127,turkey earthquake
1999,Earthquake,Turkey,40.709,30.045,6,turkey earthquake
1999,Earthquake,Turkey,40.711,29.949,1,turkey earthquake
1999,Earthquake,Turkey,40.74 N,30.26 E,3,turkey earthquake
1999,Earthquake,Taiwan (Province of China),23.445,120.506,1,taiwan (province of china) earthquake
2000,Earthquake,Russian Federation (the),48.786,142.246,0,russian federation (the) earthquake
2000,Earthquake,Papua New Guinea,-3.98,152.169,2,papua new guinea earthquake
2000,Volcanic activity,Philippines (the),13.257,123.685,0,philippines (the) volcanic activity
2000,Earthquake,Tajikistan,37.451,69.498,0,tajikistan earthquake
2000,Earthquake,Turkmenistan,39.566,54.799,11,turkmenistan earthquake
2000,Earthquake,Turkey,38.164,38.777,1,turkey earthquake
2000,Earthquake,Turkey,40.693,32.992,2,turkey earthquake
2000,Earthquake,"Tanzania, United Republic of",-7.977,30.709,1,"tanzania, united republic of earthquake"
2000,Earthquake,United States of America (the),38.3788333,-122.4133333,0,united states of america (the) earthquake
2001,Earthquake,El Salvador,13.049,-88.66,844,el salvador earthquake
2001,Earthquake,El Salvador,13.671,-88.938,315,el salvador earthquake
2001,Earthquake,Pakistan,23.419,70.232,12,pakistan earthquake
2001,Earthquake,"Tanzania, United Republic of",-9.278,33.766,0,"tanzania, united republic of earthquake"
2001,Earthquake,Afghanistan,36.424,70.881,0,afghanistan earthquake
2001,Earthquake,Afghanistan,35.169,69.389,4,afghanistan earthquake
2002,Earthquake,Afghanistan,36.429,70.438,150,afghanistan earthquake
2002,Earthquake,Afghanistan,36.062,69.315,1000,afghanistan earthquake
2002,Earthquake,Afghanistan,35.959,69.417,50,afghanistan earthquake
2002,Earthquake,Argentina,-28.937,-66.797,0,argentina earthquake
2001,Earthquake,China,24.768,99.061,2,china earthquake
2001,Flood,Cameroon,4.022,9.2,30,cameroon flood
2001,Earthquake,China,27.689,101.003,2,china earthquake
2001,Earthquake,China,24.455,102.66,0,china earthquake
2001,Earthquake,China,26.316,100.648,1,china earthquake
2001,Volcanic activity,Ecuador,-1.467,-78.442,0,ecuador volcanic activity
2001,Earthquake,Greece,39.059,24.244,0,greece earthquake
2001,Earthquake,Indonesia,-6.99,108.275,0,indonesia earthquake
2001,Earthquake,Indonesia,-4.68,102.562,0,indonesia earthquake
2001,Earthquake,Iran (Islamic Republic of),33.007,60.276,0,iran (islamic republic of) earthquake
2001,Volcanic activity,Italy,37.734,15.004,0,italy volcanic activity
2001,Earthquake,Japan,34.083,132.526,2,japan earthquake
2002,Earthquake,Indonesia,-1.757,134.297,8,indonesia earthquake
2002,Earthquake,Georgia,41.765,44.96,6,georgia earthquake
2002,Earthquake,Italy,41.789,14.872,30,italy earthquake
2002,Earthquake,India,13.036,93.068,2,india earthquake
2002,Earthquake,China,30.916,99.927,0,china earthquake
2002,Earthquake,China,39.736,97.443,2,china earthquake
2002,Volcanic activity,Ecuador,-1.467,-78.442,0,ecuador volcanic activity
2002,Earthquake,Egypt,30.2,31.41,0,egypt earthquake
2002,Earthquake,Greece,37.747,21.087,0,greece earthquake
2002,Volcanic activity,Guatemala,14.473,-90.88,0,guatemala volcanic activity
2002,Earthquake,Indonesia,-1.196,121.333,0,indonesia earthquake
2002,Earthquake,Indonesia,-1.68,134.234,0,indonesia earthquake
2002,Earthquake,Indonesia,2.824,96.085,3,indonesia earthquake
2002,Earthquake,Iran (Islamic Republic of),28.093,51.755,1,iran (islamic republic of) earthquake
2002,Earthquake,Iran (Islamic Republic of),34.642,47.4,2,iran (islamic republic of) earthquake
2002,Earthquake,Iran (Islamic Republic of),35.626,49.047,227,iran (islamic republic of) earthquake
2002,Earthquake,Iran (Islamic Republic of),34.594,47.454,0,iran (islamic republic of) earthquake
2002,Earthquake,Iran (Islamic Republic of),31.995,49.329,0,iran (islamic republic of) earthquake
2002,Earthquake,Italy,37.67,15.267,0,italy earthquake
2002,Earthquake,Italy,38.381,13.701,2,italy earthquake
2002,Volcanic activity,Mexico,19.514,-103.62,0,mexico volcanic activity
2003,Earthquake,Mexico,18.77,-104.104,29,mexico earthquake
2003,Earthquake,China,39.61,77.23,268,china earthquake
2003,Earthquake,Indonesia,-8.807,118.524,0,indonesia earthquake
2003,Earthquake,Iran (Islamic Republic of),29.59,51.474,0,iran (islamic republic of) earthquake
2001,Earthquake,Papua New Guinea,-6.884,146.388,0,papua new guinea earthquake
2001,Earthquake,Peru,-16.265,-73.641,145,peru earthquake
2001,Earthquake,Peru,-15.35,-72.516,2,peru earthquake
2001,Earthquake,Peru,-14.258,-72.683,4,peru earthquake
2001,Volcanic activity,Philippines (the),13.257,123.685,0,philippines (the) volcanic activity
2001,Earthquake,Turkey,37.238,36.206,0,turkey earthquake
2001,Earthquake,Turkey,39.832,41.623,0,turkey earthquake
2001,Earthquake,United States of America (the),47.149,-122.7266667,1,united states of america (the) earthquake
2001,Volcanic activity,Vanuatu,-16.507,168.346,0,vanuatu volcanic activity
2001,Volcanic activity,Congo (the Democratic Republic of the),-1.408,29.2,0,congo (the democratic republic of the) volcanic activity
2002,Earthquake,Taiwan (Province of China),24.279,122.179,4,taiwan (province of china) earthquake
2002,Volcanic activity,Congo (the Democratic Republic of the),-1.52,29.25,200,congo (the democratic republic of the) volcanic activity
2002,Earthquake,Pakistan,35.517,74.654,17,pakistan earthquake
2002,Earthquake,Pakistan,35.414,74.515,19,pakistan earthquake
2002,Earthquake,Vanuatu,-17.6,167.856,0,vanuatu earthquake
2002,Earthquake,Vanuatu,-14.49,167.827,0,vanuatu earthquake
2002,Earthquake,Philippines (the),6.033,124.249,15,philippines (the) earthquake
2002,Earthquake,Papua New Guinea,-3.302,142.945,4,papua new guinea earthquake
2002,Earthquake,Pakistan,36.429,70.438,3,pakistan earthquake
2002,Earthquake,Papua New Guinea,-3.212,142.427,1,papua new guinea earthquake
2002,Earthquake,Rwanda,-1.684,29.077,45,rwanda earthquake
2002,Earthquake,Serbia Montenegro,42.436,21.466,1,serbia montenegro earthquake
2002,Earthquake,Tajikistan,38.673,69.902,3,tajikistan earthquake
2002,Earthquake,Tajikistan,36.429,70.438,0,tajikistan earthquake
2002,Earthquake,Turkey,38.573,31.271,42,turkey earthquake
2002,Earthquake,"Tanzania, United Republic of",-2.907,33.733,2,"tanzania, united republic of earthquake"
2003,Earthquake,Afghanistan,35.893,70.62,1,afghanistan earthquake
2003,Earthquake,Turkey,39.5,39.878,1,turkey earthquake
2004,Earthquake,Afghanistan,33.426,69.524,2,afghanistan earthquake
2004,Earthquake,Burundi,-3.393,29.558,3,burundi earthquake
2003,Earthquake,Japan,38.849,141.568,0,japan earthquake
2003,Earthquake,Japan,41.774,143.593,2,japan earthquake
2003,Earthquake,Bangladesh,22.854,92.306,2,bangladesh earthquake
2003,Earthquake,China,25.975,101.29,16,china earthquake
2003,Earthquake,Dominican Republic (the),19.777,-70.673,3,dominican republic (the) earthquake
2003,Earthquake,Greece,39.16,20.605,0,greece earthquake
2003,Earthquake,Italy,44.792,8.892,0,italy earthquake
2003,Earthquake,Japan,38.432,141.003,0,japan earthquake
2003,Earthquake,Algeria,36.964,3.634,2266,algeria earthquake
2003,Volcanic activity,Ecuador,-1.467,-78.442,0,ecuador volcanic activity
2003,Earthquake,China,37.529,96.476,0,china earthquake
2003,Earthquake,China,39.43,77.219,1,china earthquake
2003,Earthquake,China,43.77,119.643,4,china earthquake
2003,Earthquake,China,25.954,101.254,3,china earthquake
2003,Earthquake,China,38.383,100.975,9,china earthquake
2003,Earthquake,China,34.712,103.834,1,china earthquake
2003,Earthquake,China,27.372,103.971,4,china earthquake
2003,Earthquake,China,42.905,80.515,11,china earthquake
2003,Earthquake,China,27.283,103.753,0,china earthquake
2003,Earthquake,Costa Rica,8.416,-82.824,2,costa rica earthquake
2003,Earthquake,Algeria,36.939,3.578,9,algeria earthquake
2003,Earthquake,Indonesia,2.354,128.855,1,indonesia earthquake
2003,Earthquake,Indonesia,1.142,128.152,0,indonesia earthquake
2003,Earthquake,Iran (Islamic Republic of),35.476,60.784,0,iran (islamic republic of) earthquake
2003,Earthquake,Iran (Islamic Republic of),28.355,54.169,1,iran (islamic republic of) earthquake
2003,Earthquake,Iran (Islamic Republic of),28.995,58.311,26796,iran (islamic republic of) earthquake
2003,Earthquake,Iran (Islamic Republic of),31.953,49.209,0,iran (islamic republic of) earthquake
2003,Earthquake,Kazakhstan,42.946,72.764,3,kazakhstan earthquake
2004,Earthquake,Japan,37.226,138.779,40,japan earthquake
2004,Earthquake,Indonesia,-3.615,135.538,37,indonesia earthquake
2004,Earthquake,Indonesia,-3.609,135.404,32,indonesia earthquake
2004,Earthquake,Costa Rica,9.602,-84.172,8,costa rica earthquake
2004,Earthquake,Indonesia,-8.152,124.868,33,indonesia earthquake
2004,Earthquake,Iran (Islamic Republic of),36.29,51.61,35,iran (islamic republic of) earthquake
2004,Earthquake,Indonesia,3.295,95.982,165708,indonesia earthquake
2004,Earthquake,Kenya,3.295,95.982,1,kenya earthquake
2004,Earthquake,Bangladesh,3.295,95.982,2,bangladesh earthquake
2004,Earthquake,China,45.382,118.256,0,china earthquake
2004,Earthquake,China,27.266,103.873,4,china earthquake
2004,Earthquake,China,25.073,99.169,0,china earthquake
2004,Earthquake,China,34.682,103.781,0,china earthquake
2004,Earthquake,China,37.506,96.758,0,china earthquake
2004,Earthquake,Colombia,2.265,-76.595,1,colombia earthquake
2004,Earthquake,Colombia,4.695,-77.508,0,colombia earthquake
2004,Earthquake,Germany,48.115,8.077,0,germany earthquake
2004,Earthquake,Dominica,15.679,-61.706,0,dominica earthquake
2004,Earthquake,Algeria,36.852,3.418,0,algeria earthquake
2004,Earthquake,Algeria,36.848,3.448,0,algeria earthquake
2004,Earthquake,Guadeloupe,15.679,-61.706,1,guadeloupe earthquake
2004,Earthquake,Indonesia,-8.31,115.788,1,indonesia earthquake
2004,Earthquake,Indonesia,-0.466,100.655,5,indonesia earthquake
2004,Earthquake,India,3.295,95.982,16389,india earthquake
2004,Earthquake,Sri Lanka,3.295,95.982,35399,sri lanka earthquake
2005,Earthquake,Japan,33.807,130.131,1,japan earthquake
2005,Earthquake,Japan,33.637,130.179,0,japan earthquake
2005,Earthquake,Indonesia,2.085,97.108,915,indonesia earthquake
2005,Earthquake,Indonesia,-1.198,119.933,1,indonesia earthquake
2005,Earthquake,Iran (Islamic Republic of),37.103,54.574,0,iran (islamic republic of) earthquake
2005,Earthquake,Iran (Islamic Republic of),30.754,56.816,612,iran (islamic republic of) earthquake
2003,Earthquake,Russian Federation (the),50.038,87.813,3,russian federation (the) earthquake
2003,Earthquake,Panama,9.355,-79.941,0,panama earthquake
2003,Earthquake,Panama,8.416,-82.824,2,panama earthquake
2003,Earthquake,Turkey,39.007,40.464,177,turkey earthquake
2003,Earthquake,Turkey,38.111,28.887,0,turkey earthquake
2003,Earthquake,Turkey,38.221,26.958,0,turkey earthquake
2003,Earthquake,United States of America (the),35.7005,-121.1005,2,united states of america (the) earthquake
2004,Earthquake,Pakistan,34.774,73.216,24,pakistan earthquake
2004,Earthquake,Slovenia,46.296,13.641,1,slovenia earthquake
2004,Earthquake,Tajikistan,39.57,67.479,0,tajikistan earthquake
2004,Earthquake,Turkey,39.847,40.874,0,turkey earthquake
2004,Earthquake,Maldives,3.295,95.982,102,maldives earthquake
2004,Earthquake,Malaysia,3.295,95.982,80,malaysia earthquake
2004,Earthquake,Thailand,3.295,95.982,8345,thailand earthquake
2004,Earthquake,Morocco,35.142,-3.997,628,morocco earthquake
2004,Earthquake,Myanmar,3.295,95.982,71,myanmar earthquake
2004,Earthquake,Russian Federation (the),47.311,142.12,0,russian federation (the) earthquake
2004,Earthquake,Somalia,3.295,95.982,298,somalia earthquake
2004,Earthquake,Seychelles,3.295,95.982,3,seychelles earthquake
2004,Earthquake,Turkey,39.93,40.812,9,turkey earthquake
2004,Earthquake,Turkey,39.766,43.979,18,turkey earthquake
2004,Earthquake,"Tanzania, United Republic of",3.295,95.982,10,"tanzania, united republic of earthquake"
2005,Earthquake,Turkey,37.622,43.703,2,turkey earthquake
2005,Earthquake,Turkey,39.354,40.89,0,turkey earthquake
2005,Earthquake,South Africa,-26.913,26.789,2,south africa earthquake
2005,Earthquake,Afghanistan,34.539,73.588,1,afghanistan earthquake
2005,Earthquake,Afghanistan,36.357,71.093,5,afghanistan earthquake
2006,Earthquake,Afghanistan,37.255,68.828,1,afghanistan earthquake
2006,Flood,Afghanistan,35.67,66.83,19,afghanistan flood
2006,Flood,Afghanistan,35.62,63.54,166,afghanistan flood
2006,Flood,Afghanistan,34.52,65.56,21,afghanistan flood
2005,Earthquake,India,34.539,73.588,1309,india earthquake
2005,Earthquake,Chile,-19.987,-69.197,11,chile earthquake
2005,Earthquake,China,29.671,115.688,16,china earthquake
2005,Earthquake,China,26.569,103.036,0,china earthquake
2005,Volcanic activity,Colombia,1.22,-77.37,0,colombia volcanic activity
2005,Volcanic activity,Ethiopia,12.623,40.46,0,ethiopia volcanic activity
2005,Earthquake,Iran (Islamic Republic of),26.774,55.858,13,iran (islamic republic of) earthquake
2005,Earthquake,Iran (Islamic Republic of),27.095,61.887,0,iran (islamic republic of) earthquake
2006,Flood,China,34.04,117.03,30,china flood
2006,Storm,China,25.97,118.77,23,china storm
2006,Storm,China,26.39,117.28,109,china storm
2006,Flood,Chile,-72.64,-37.26,18,chile flood
2006,Flood,Colombia,5.43,-75.6,150,colombia flood
2006,Flood,Greece,40.76,23.65,1,greece flood
2006,Storm,China,24,112.11,820,china storm
2006,Flood,Bolivia (Plurinational State of),-16.03,-63.43,25,bolivia (plurinational state of) flood
2006,Earthquake,China,28.012,104.151,1,china earthquake
2006,Flood,China,23.42,111.38,21,china flood
2006,Flood,China,27.06,111.06,29,china flood
2006,Flood,China,43.32,83.77,20,china flood
2006,Flood,China,23.34,102.64,27,china flood
2006,Storm,China,21.11,110.11,89,china storm
2006,Flood,Congo (the),-4.24,15.43,6,congo (the) flood
2006,Flood,Ecuador,-2.23,-79.98,16,ecuador flood
2006,Flood,Fiji,-16.45,179.65,4,fiji flood
2006,Earthquake,Indonesia,0.626,99.859,8,indonesia earthquake
2006,Flood,Indonesia,1.07,124.66,39,indonesia flood
2006,Flood,Indonesia,-5.17,120.11,236,indonesia flood
2006,Flood,Indonesia,-3.29,115.49,52,indonesia flood
2006,Flood,Indonesia,-6.85,108.59,19,indonesia flood
